Epoch,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10
13,-378.73851258187364,274.94975277091015,239.11203043107855,288.50647915561456,263.87985936671095,222.43268883828316,283.27430809124695,251.90092788015056,232.6268351242646,236.79827522311518
14,-100.57133985204737,244.82713756281916,238.87596245357878,273.34420149544616,276.50647915561456,174.72596495368936,262.11203043107855,238.517279267988,262.2704111781148,226.67566001502422
15,-345.75328397919725,263.11203043107855,239.87596245357878,283.11203043107855,254.71758170654255,220.75334724548776,262.11203043107855,229.75334724548776,237.59106958531936,237.11203043107855
16,6.593370622094085,255.71758170654255,250.73865021998216,258.3906810793402,195.75411623501657,219.8379376751926,263.27430809124695,236.82713756281916,237.59106958531936,236.50647915561456
17,-203.58284904383154,262.27430809124695,239.11203043107855,302.92199639359023,277.11203043107855,221.75334724548776,262.94975277091015,324.0769258713767,237.75334724548776,228.03434320061498
18,315.82850617523707,246.71758170654255,245.3550016078196,261.6648599026508,277.27430809124695,230.43268883828316,373.5163293587143,235.67566001502422,237.59106958531936,245.79827522311518
19,-269.94199855688265,255.71758170654255,229.87596245357878,311.52754766905423,263.87985936671095,220.517279267988,280.44588096650074,239.75334724548776,254.27041117811478,227.59106958531936
20,430.147466078442,272.1834754415444,230.19662086078336,276.11203043107855,263.87985936671095,221.75334724548776,306.6530866042965,230.43268883828316,237.59106958531936,243.428791925151
21,-1250.566654796477,256.71758170654255,235.81817283735552,275.50647915561456,256.71758170654255,221.517279267988,298.86009452887384,229.75334724548776,254.27041117811478,255.8589201212076
22,338.55530404637415,244.82713756281916,239.11203043107855,264.4960095328629,263.87985936671095,240.6799341267567,316.69781686870544,247.11203043107855,236.3550016078196,228.27041117811478
23,77.92467090365722,246.71758170654255,239.11203043107855,154.85095229653285,279.87985936671095,227.82713756281916,273.55530404637415,261.90092788015056,249.82324064968702,238.03434320061498
24,-275.98955660729416,246.71758170654255,239.11203043107855,267.50647915561456,279.87985936671095,178.89126074022062,295.646513894677,237.0546207488763,237.59106958531936,242.7494503323556
25,38.76861818851535,246.71758170654255,239.11203043107855,284.50647915561456,262.87985936671095,229.2812112904882,348.86938974395923,228.14779597002376,235.911727992524,237.03434320061498
26,-651.4431960244638,261.71758170654255,230.19662086078336,301.90092788015056,254.27430809124695,221.75334724548776,264.2704111781148,235.911727992524,234.847232890278,244.94975277091015
27,-270.55741925964105,245.03434320061498,256.71758170654255,283.34420149544616,262.87985936671095,221.75334724548776,296.27430809124695,229.75334724548776,236.3550016078196,228.03434320061498
28,-414.819185328466,244.82713756281916,237.71368479341038,267.50647915561456,271.71758170654255,104.38799546350765,284.44588096650074,241.31031805238928,323.94975277091015,228.27041117811478
29,-1991.0936624591425,261.94975277091015,239.87596245357878,213.34356621686788,270.87985936671095,234.2215862873552,327.50647915561456,235.911727992524,225.3748992220599,228.27041117811478
30,-403.9816555463149,255.71758170654255,244.10813351794638,265.37996703439137,278.99350984933824,221.75334724548776,256.11203043107855,227.911727992524,245.27041117811478,237.50647915561456
31,50.98577522376962,246.71758170654255,237.94975277091015,257.37996703439137,263.87985936671095,74.19281644777985,246.27430809124695,228.59106958531936,236.67566001502422,244.0277704909955
32,188.2800274522295,246.47916842217717,250.2638384684953,310.1330989445182,263.87985936671095,220.75334724548776,246.27430809124695,242.87361714671317,227.11893363031982,233.5424424077783
33,270.71758170654255,246.11203043107855,246.94975277091015,169.09773431898145,263.87985936671095,235.3748992220599,262.50647915561456,243.6648599026508,227.59106958531936,228.27041117811478
34,-391.25990490451375,255.71758170654255,238.11203043107855,268.11203043107855,263.87985936671095,220.75334724548776,246.27430809124695,229.75334724548776,236.3550016078196,234.4486895393913
35,-207.196678040115,257.673228640734,273.71758170654255,287.50647915561456,271.32313298200654,227.911727992524,263.11203043107855,239.11203043107855,237.59106958531936,238.27041117811478
36,-282.08941277043425,253.87985936671095,254.94975277091015,267.50647915561456,272.87985936671095,221.75334724548776,265.700625441596,-66.46265316689934,237.59106958531936,227.79827522311518
37,-3580.4194463638455,291.11203043107855,246.82713756281916,267.18192383527776,261.27430809124695,221.43268883828316,246.27430809124695,229.75334724548776,227.3550016078196,244.94975277091015
38,-240.34732491067547,271.39302638620575,237.94975277091015,298.50647915561456,286.27430809124695,236.3550016078196,246.27430809124695,229.75334724548776,246.3550016078196,238.03434320061498
39,-627.7399799466498,246.55530404637415,239.11203043107855,287.50647915561456,272.165082724592,221.75334724548776,246.27430809124695,237.59106958531936,228.59106958531936,244.55140713324198
40,-349.83364314028165,254.71758170654255,237.94975277091015,250.7494503323556,271.87985936671095,47.54340352583634,244.78747511074178,243.30617671706,234.3683265124404,237.79827522311518
41,480.58096187661795,245.27041117811478,237.27041117811478,294.1330989445182,263.87985936671095,228.14779597002376,277.27430809124695,237.517279267988,236.59106958531936,227.3550016078196
42,128.03648154967544,272.55530404637415,237.27041117811478,342.415646505912,280.28360330633234,95.74415732159065,237.50647915561456,238.517279267988,275.73865021998216,237.03434320061498
43,496.27302090020873,255.15695840870598,229.87596245357878,150.79345733215263,263.87985936671095,221.75334724548776,246.11203043107855,228.59106958531936,236.3550016078196,236.94975277091015
44,336.6023742572869,-0.07105725418307429,247.11203043107855,293.50647915561456,263.87985936671095,220.517279267988,248.27430809124695,237.11893363031982,227.11893363031982,250.1015608083269
45,-147.05466104389257,260.66875681578296,254.34420149544616,295.50647915561456,272.165082724592,221.517279267988,212.36477117348915,237.75334724548776,236.3550016078196,228.27041117811478
46,-986.2047719282816,268.86938974395923,239.11203043107855,269.50647915561456,264.87985936671095,221.75334724548776,267.50647915561456,229.75334724548776,225.81817283735552,236.79827522311518
47,121.87353820463363,149.74148345341342,261.7071120837909,147.50249525722916,253.87985936671095,239.99388704793859,246.27430809124695,244.82713756281916,234.83136496557307,245.5622072456154
48,574.0232520587624,246.71758170654255,233.7494503323556,230.81604010882677,254.87985936671095,227.1585960823972,273.0104837364272,239.70476677692528,271.34420149544616,244.10813351794638
49,-119.28469400019486,246.55530404637415,244.34420149544616,161.15383422673324,285.30507075467597,221.75334724548776,264.11203043107855,236.59106958531936,227.3550016078196,228.27041117811478
50,-703.819419270496,245.94975277091015,237.50647915561456,273.71758170654255,268.87985936671095,92.71794752994126,275.66875681578296,242.9541129500673,236.26144645265111,244.34420149544616
51,-826.6890822990877,263.94975277091015,239.11203043107855,130.95617201540142,154.69288900813342,130.94673448412644,279.3841083697207,237.82713756281916,227.4975144301509,228.27041117811478
52,80.08540577761096,253.1230749656491,230.87596245357878,238.19662086078336,273.66875681578296,226.2323863997286,255.11203043107855,235.4039592749824,304.34420149544616,243.428791925151
53,271.24407968953676,255.71758170654255,231.11203043107855,203.28912314437207,271.87985936671095,84.09945902797816,257.87985936671095,119.68015469209644,225.3748992220599,245.71368479341038
54,-1481.5004835353275,246.71758170654255,228.71368479341038,247.19662086078336,279.87985936671095,220.75334724548776,266.27430809124695,251.91822974714688,236.3550016078196,226.67566001502422
55,-362.1682396079899,252.34420149544616,239.11203043107855,238.19662086078336,263.87985936671095,220.75334724548776,246.27430809124695,245.50647915561456,292.0593086271868,228.27041117811478
56,-400.5692331918291,270.55530404637415,239.11203043107855,96.22131437744392,266.27430809124695,230.75334724548776,247.27430809124695,229.8379376751926,245.59106958531936,237.03434320061498
57,450.7740142782745,276.6251974505734,239.11203043107855,220.96055288328358,345.14799368324225,219.43691624103707,246.27430809124695,228.3550016078196,252.51338235485582,238.03434320061498
58,450.7894056257559,253.50647915561456,256.71758170654255,230.19662086078336,263.87985936671095,241.11203043107855,260.94975277091015,229.75334724548776,237.3550016078196,227.3550016078196
59,94.20965955430228,246.71758170654255,246.11203043107855,227.94078804544648,254.71758170654255,236.77344257294664,54.835464650000404,236.82713756281916,237.517279267988,226.911727992524
60,-977.8264544064754,256.71758170654255,272.23230033230396,228.96984809836903,264.87985936671095,220.75334724548776,246.27430809124695,235.81817283735552,237.517279267988,240.82324064968702
61,-1927.7451531819695,246.71758170654255,262.71758170654255,227.5622072456154,276.18192383527776,230.2812112904882,246.27430809124695,229.75334724548776,284.5025822424824,240.82324064968702
62,-1900.1891493809962,255.71758170654255,240.11203043107855,220.96055288328358,263.87985936671095,220.75334724548776,258.0593086271868,236.82713756281916,236.59106958531936,249.05034390172312
63,-207.14553304355843,246.71758170654255,239.11203043107855,242.96068565968682,302.4727467167976,220.75334724548776,161.74339493415818,282.3841083697207,237.11893363031982,234.0344759770182
64,-1929.6147273439246,264.71758170654255,245.94975277091015,228.3550016078196,270.55530404637415,220.75334724548776,255.11203043107855,239.517279267988,235.911727992524,231.7693479465959
65,-353.9964367434178,256.11203043107855,260.55530404637415,220.96055288328358,253.87985936671095,221.75334724548776,246.27430809124695,229.75334724548776,255.27041117811478,237.71368479341038
66,-129.37496706749909,132.2760133974969,236.59106958531936,220.96055288328358,263.87985936671095,124.36340523295345,255.27430809124695,240.43268883828316,236.3550016078196,237.27041117811478
67,85.01322548723579,252.94975277091015,237.27041117811478,115.7751798588576,255.66875681578296,231.35889852095175,246.27430809124695,228.59106958531936,228.59106958531936,228.27041117811478
68,336.7224973189113,261.11203043107855,230.11203043107855,220.96055288328358,263.87985936671095,228.75334724548776,246.27430809124695,229.75334724548776,242.51338235485582,228.03434320061498
69,-1460.064813417127,243.76016437730442,264.05143224196473,227.11893363031982,278.71758170654255,317.37228836238785,298.18192383527776,236.82713756281916,170.309398283963,233.07010873956023
70,-388.2759069868847,253.50647915561456,246.71758170654255,220.96055288328358,269.6372186795916,220.75334724548776,106.58142378035097,234.96068565968682,234.4039592749824,237.27041117811478
71,-1549.8828710656267,246.71758170654255,235.67566001502422,220.96055288328358,270.71758170654255,235.62435704099582,246.27430809124695,260.1879472664954,237.59106958531936,237.03434320061498
72,-706.8880196793746,245.27430809124695,235.3550016078196,241.5175236901851,264.87985936671095,235.81817283735552,268.47371990277844,229.75334724548776,237.3550016078196,244.78747511074178
73,-3486.621889884157,263.55530404637415,237.71368479341038,227.79827522311518,288.2787332072194,230.43268883828316,246.27430809124695,237.50647915561456,226.26144645265111,238.27041117811478
74,-190.26920296371327,246.71758170654255,229.87596245357878,235.8720655404466,271.71758170654255,77.16801958034219,254.94975277091015,248.43268883828316,250.9855183098554,228.27041117811478
75,-1193.761885547634,252.23230033230396,255.94975277091015,227.0833008677778,287.4925115546347,219.39466405989697,272.27430809124695,229.75334724548776,225.81817283735552,250.26651426498262
76,306.6957953071051,246.71758170654255,231.11203043107855,259.1464887859543,262.87985936671095,212.75334724548776,255.11203043107855,259.2709211531183,227.59106958531936,228.27041117811478
77,-400.22176872653586,246.71758170654255,239.11203043107855,249.49361751701872,134.8847043675774,233.49269104001652,245.94975277091015,237.2812112904882,247.27041117811478,244.10813351794638
78,-314.7078182212181,254.71758170654255,248.11203043107855,220.96055288328358,273.87985936671095,220.75334724548776,255.71758170654255,244.43959203752442,237.59106958531936,245.55530404637415
79,-47.29440186791092,246.71758170654255,246.71758170654255,220.96055288328358,287.2984980450565,240.97894560023587,246.27430809124695,241.21262156189152,66.45605533000216,252.34420149544616
80,-216.6834580894971,253.94975277091015,230.87596245357878,220.96055288328358,263.87985936671095,212.75334724548776,246.27430809124695,229.75334724548776,229.75334724548776,228.27041117811478
81,-221.76754402019105,254.87985936671095,271.50647915561456,228.5265744830734,263.87985936671095,236.86938974395926,262.27430809124695,235.81817283735552,-62.08313024815922,228.27041117811478
82,-1548.6605525479372,246.71758170654255,74.52704516687913,220.96055288328358,262.87985936671095,212.75334724548776,252.90092788015056,185.08007076452708,226.26144645265111,238.27041117811478
83,-322.9687061333301,237.50647915561456,237.94975277091015,253.13095135087116,263.87985936671095,221.75334724548776,255.27430809124695,241.6690873054047,236.3550016078196,237.03434320061498
84,-375.4106198678595,246.71758170654255,267.2007621961127,220.96055288328358,261.71758170654255,220.75334724548776,246.27430809124695,229.75334724548776,236.59106958531936,228.27041117811478
85,-276.0254899429386,253.87985936671095,252.7494503323556,229.96055288328358,277.9355874567118,231.43268883828316,255.27430809124695,227.82713756281916,236.59106958531936,241.3551343842228
86,-13016.85898082946,246.71758170654255,239.11203043107855,230.03434320061498,263.87985936671095,212.75334724548776,246.11203043107855,236.82713756281916,236.59106958531936,234.428791925151
87,463.7564136118288,238.87596245357878,239.11203043107855,220.96055288328358,277.4749410194232,212.75334724548776,263.11203043107855,219.8379376751926,237.3550016078196,228.27041117811478
88,229.01849914888192,246.71758170654255,234.9855183098554,231.19662086078336,261.87985936671095,220.517279267988,246.27430809124695,250.30617671706,250.7494503323556,252.65861768265302
89,293.35341363582046,251.7494503323556,229.87596245357878,229.79827522311518,262.87985936671095,222.43268883828316,254.11203043107855,235.2215862873552,236.3550016078196,237.27041117811478
90,261.25969267293544,256.71758170654255,230.87596245357878,115.9540442147991,264.71758170654255,221.43268883828316,256.27430809124695,229.517279267988,244.59106958531936,233.9855183098554
91,328.46657149052584,254.71758170654255,239.11203043107855,220.96055288328358,286.27430809124695,227.4684543772284,246.27430809124695,236.14779597002376,236.11893363031982,248.4644713966716
92,288.34824792908233,254.71758170654255,239.11203043107855,221.19662086078336,263.87985936671095,212.75334724548776,246.27430809124695,229.75334724548776,260.428791925151,237.50647915561456
93,-15788.509112217158,254.55530404637415,231.11203043107855,220.96055288328358,247.03166740412763,220.2812112904882,237.94975277091015,240.43268883828316,241.3551343842228,228.27041117811478
94,-2459.271423372179,246.71758170654255,239.11203043107855,226.64002725248218,263.87985936671095,221.75334724548776,255.27430809124695,241.3551343842228,254.27041117811478,234.1927239476512
95,534.3743646630277,275.71758170654255,229.27041117811478,237.96984809836903,264.87985936671095,219.8379376751926,245.27041117811478,229.75334724548776,397.18192383527776,236.3550016078196
96,262.960566005279,246.71758170654255,243.78911278443297,220.96055288328358,275.75748858081704,57.03378484360101,252.71758170654255,229.75334724548776,234.847232890278,228.27041117811478
97,309.3880747900711,199.82740481498917,239.11203043107855,230.7244849057838,188.1310429210646,127.15676904215337,254.50647915561456,236.82713756281916,236.59106958531936,237.50647915561456
98,287.94132584739697,254.87985936671095,239.11203043107855,229.79827522311518,273.87985936671095,230.43268883828316,246.27430809124695,229.75334724548776,251.7494503323556,261.3337318726945
99,24.801894362168923,254.71758170654255,238.03434320061498,234.1927239476512,263.71758170654255,230.19662086078336,246.27430809124695,237.75334724548776,253.3550016078196,234.1927239476512
100,-7.437611049458042,246.71758170654255,245.94975277091015,229.4776168159106,261.87985936671095,221.517279267988,255.11203043107855,242.65589517718712,228.8379376751926,249.52267756994124
101,257.69688936144394,256.71758170654255,245.50647915561456,237.5265744830734,280.165082724592,226.4684543772284,246.27430809124695,229.75334724548776,236.3550016078196,228.27041117811478
102,279.71988249487185,253.27041117811478,239.11203043107855,230.63989447607898,262.87985936671095,228.14779597002376,268.8934076179672,247.50647915561456,234.4039592749824,235.34420149544616
103,-232.82247819135137,176.31135888146804,252.94975277091015,235.0385706033689,285.54113873217574,220.0740056526924,252.2215862873552,234.9855183098554,245.27041117811478,245.71368479341038
104,18.30177582931975,254.71758170654255,284.4749410194232,235.22178400057373,293.55530404637415,221.75334724548776,255.27430809124695,219.2008482635373,236.59106958531936,235.1927239476512
105,320.00481111989166,254.71758170654255,239.11203043107855,227.79827522311518,273.11203043107855,221.65979209031929,246.11203043107855,249.11203043107855,235.67566001502422,234.30617671706
106,464.163394408054,252.06320554031896,237.94975277091015,110.18637379688357,264.87985936671095,231.75334724548776,248.27430809124695,229.75334724548776,236.3550016078196,237.27041117811478
107,-387.65867133444067,253.71758170654255,239.11203043107855,121.7818545115415,263.27430809124695,221.75334724548776,246.27430809124695,265.69781686870544,236.59106958531936,228.27041117811478
108,277.53459687297646,255.50647915561456,237.71368479341038,220.7244849057838,269.27430809124695,230.2812112904882,254.94975277091015,229.75334724548776,284.823240649687,237.27041117811478
109,281.2829986267991,268.71758170654255,248.71758170654255,219.6441218788329,278.1716554342116,212.517279267988,171.10028652161833,229.75334724548776,298.7258352903649,245.79827522311518
110,-934.4980437725851,245.94975277091015,249.11203043107855,237.03434320061498,277.71758170654255,231.517279267988,254.27430809124695,229.517279267988,314.8904582573989,228.94975277091015
111,-373.94876944680436,252.06320554031896,239.11203043107855,233.3683265124404,279.87985936671095,312.90924990925515,246.27430809124695,229.2008482635373,245.3550016078196,228.27041117811478
112,330.7126576444817,254.11203043107855,249.11203043107855,230.63989447607898,267.27430809124695,229.75334724548776,246.27430809124695,229.75334724548776,279.5424891167569,228.27041117811478
113,506.6959495472346,246.71758170654255,239.11203043107855,219.8379376751926,263.27430809124695,221.75334724548776,263.11203043107855,229.75334724548776,236.11893363031982,228.27041117811478
114,280.7309851104311,254.71758170654255,227.3550016078196,227.94078804544648,63.641200425084264,236.67566001502422,246.27430809124695,242.5464720973137,244.3550016078196,228.27041117811478
115,350.25176288668877,256.71758170654255,237.27041117811478,230.19662086078336,263.87985936671095,221.75334724548776,247.87985936671095,229.75334724548776,228.59106958531936,229.03434320061498
116,145.0625478150876,253.94975277091015,250.7071120837909,227.79827522311518,288.78902671700837,230.43268883828316,255.11203043107855,233.4486895393913,236.59106958531936,154.4971402827025
117,-10780.714861739478,246.71758170654255,231.11203043107855,220.96055288328358,271.7508691622189,221.517279267988,245.03434320061498,247.63613033935002,227.59106958531936,237.94975277091015
118,-538.4018633631536,264.55530404637415,237.94975277091015,111.41642929596694,277.54113873217574,221.75334724548776,237.27041117811478,229.75334724548776,236.59106958531936,238.27041117811478
119,266.8610975666519,268.71758170654255,243.9855183098554,237.79827522311518,263.87985936671095,221.75334724548776,246.27430809124695,229.75334724548776,236.3550016078196,238.27041117811478
120,-644.8794871150106,256.71758170654255,239.11203043107855,112.62614956099262,263.87985936671095,247.50647915561456,277.90092788015056,230.43268883828316,236.59106958531936,237.5952969880733
121,166.01551437186197,264.4329332604803,252.55140713324198,230.96055288328358,263.87985936671095,221.75334724548776,169.9272605290816,229.517279267988,229.75334724548776,237.94975277091015
122,454.5377447771136,246.71758170654255,239.11203043107855,229.96055288328358,272.165082724592,234.30617671706,256.11203043107855,229.75334724548776,236.59106958531936,238.27041117811478
123,-2278.684973799949,247.87596245357878,102.61760143144923,220.96055288328358,263.4749410194232,221.75334724548776,251.6648599026508,229.75334724548776,242.7494503323556,229.03434320061498
124,-1427.709614959058,245.94975277091015,247.94975277091015,252.59633511086943,269.87985936671095,241.11203043107855,104.63212863670822,245.59106958531936,268.4222192155315,238.27041117811478
125,238.99259721543342,254.55530404637415,246.71758170654255,229.3840616607421,261.87985936671095,116.87009381882109,245.50647915561456,229.517279267988,258.9500832605319,236.1479936832423
126,493.08994978016324,256.71758170654255,249.71758170654255,220.96055288328358,264.87985936671095,229.39466405989697,163.17776082906744,220.517279267988,236.59106958531936,238.03434320061498
127,145.45237705684136,246.55530404637415,239.11203043107855,127.47040882771279,271.92901474709225,221.75334724548776,319.55295873950854,236.14779597002376,253.3550016078196,238.27041117811478
128,94.39774383176564,245.94975277091015,239.11203043107855,236.3550016078196,264.87985936671095,240.3551343842228,172.65295843002957,242.72461768218702,227.5952969880733,237.27041117811478
129,95.81847914051647,255.71758170654255,237.27041117811478,220.96055288328358,277.78902671700837,236.82713756281916,258.81691236226465,229.75334724548776,285.73865021998216,237.03434320061498
130,423.33433778967435,262.11203043107855,247.94975277091015,220.96055288328358,280.165082724592,221.75334724548776,130.82757608487452,253.7870118997645,234.6375491692134,238.27041117811478
131,216.7147293356062,263.55530404637415,237.94975277091015,58.38777744496642,279.87985936671095,221.75334724548776,298.38138586425475,229.75334724548776,235.26144645265111,250.73865021998216
132,-930.7234893780156,254.71758170654255,233.4486895393913,249.91042080845455,261.4854106421749,236.82713756281916,307.03166740412763,103.04978300194188,268.6648599026508,237.94975277091015
133,-2545.055410686805,254.87985936671095,244.55140713324198,226.2323863997286,305.2946011319242,219.7998268293818,281.44588096650074,242.54224469455977,237.75334724548776,238.27041117811478
134,-805.4513538292013,297.90092788015056,251.23230033230396,229.96055288328358,280.71758170654255,233.9051552829045,258.673228640734,228.59106958531936,245.11893363031982,246.03434320061498
135,15.322621600796197,288.71758170654255,237.94975277091015,229.7244849057838,271.71758170654255,240.11203043107855,266.27430809124695,264.50647915561456,236.59106958531936,244.10813351794638
136,-15353.99673948161,246.71758170654255,237.94975277091015,220.2812112904882,263.87985936671095,221.75334724548776,272.50647915561456,229.75334724548776,236.59106958531936,130.07646945224008
137,-544.3558251916965,269.11203043107855,238.87596245357878,118.7305515375131,290.05143224196473,102.98483750182561,296.78747511074175,229.75334724548776,202.29773373335144,237.27041117811478
138,-1152.2099805093576,246.71758170654255,237.94975277091015,110.93771947396908,263.87985936671095,221.75334724548776,273.27430809124695,234.96068565968682,253.3550016078196,237.27041117811478
139,-311.8624135733513,254.71758170654255,238.87596245357878,227.11893363031982,263.87985936671095,221.75334724548776,255.3883357724746,227.82713756281916,236.59106958531936,244.0277704909955
140,189.37882518396873,272.39457799247236,230.11203043107855,228.96984809836903,266.87985936671095,221.75334724548776,265.71758170654255,247.6070702864275,236.11893363031982,244.94975277091015
141,333.58303047863615,264.71758170654255,239.11203043107855,220.96055288328358,254.71758170654255,220.0740056526924,278.94975277091015,118.44725386640476,114.89947304153316,237.03434320061498
142,-588.9478943707129,255.71758170654255,275.71758170654255,220.96055288328358,274.46564580433784,221.75334724548776,263.50647915561456,229.75334724548776,254.27041117811478,236.22178400057373
143,295.4580025495842,272.71758170654255,237.94975277091015,220.96055288328358,254.87985936671095,116.5852009284134,183.3597790013274,182.1309019881191,261.1927239476512,247.03434320061498
144,356.9744599961887,128.80842816773418,239.11203043107855,220.96055288328358,263.71758170654255,221.75334724548776,251.6648599026508,229.75334724548776,141.26822138958423,237.27041117811478
145,321.4953927541312,245.71368479341038,245.94975277091015,227.3550016078196,272.34322830946536,221.75334724548776,273.27430809124695,238.75334724548776,227.11893363031982,182.03272017429964
146,-71.3288425357,246.71758170654255,258.5025822424824,227.94078804544648,254.87985936671095,221.0740056526924,289.03166740412763,230.43268883828316,246.7495831087588,228.03434320061498
147,-873.7663315575808,246.71758170654255,249.11203043107855,227.79827522311518,280.75744187183847,220.75334724548776,247.50647915561456,226.4684543772284,234.40148119171363,237.27041117811478
148,90.42503879300966,269.50647915561456,239.11203043107855,221.19662086078336,263.87985936671095,158.28893672883748,270.2215862873552,228.59106958531936,226.7047200679467,228.27041117811478
149,314.5430215024793,246.71758170654255,227.63332176645946,240.95008326053193,255.63721867959163,230.7627752369764,273.55530404637415,227.82713756281916,228.3550016078196,226.67566001502422
150,313.81709198111747,264.71758170654255,239.11203043107855,241.47371990277844,291.33003618124775,227.1967536371866,266.27430809124695,229.75334724548776,236.11893363031982,227.3550016078196
151,-14.562796285444051,246.71758170654255,238.11203043107855,242.1530614955738,272.57929628696513,229.75334724548776,283.27430809124695,229.75334724548776,233.7494503323556,238.27041117811478
152,358.58744832429454,246.71758170654255,237.94975277091015,220.2812112904882,279.40772341171134,221.75334724548776,256.27430809124695,250.02119778137597,234.3683265124404,228.27041117811478
153,-11160.937428324441,246.71758170654255,248.87596245357878,228.3840616607421,158.8929619740847,212.75334724548776,270.94975277091015,227.0542408148553,228.3550016078196,228.27041117811478
154,-330.00415306925424,246.71758170654255,270.71758170654255,237.5265744830734,263.22957782683807,237.82713756281916,289.30336814416944,272.69781686870544,226.26144645265111,237.27041117811478
155,483.02580578473584,260.1081335179464,259.11203043107855,235.07927117824244,320.40167890493206,212.75334724548776,266.27430809124695,229.75334724548776,228.3550016078196,247.11203043107855
156,-325.8252793589721,254.15695840870598,239.11203043107855,220.96055288328358,273.05143224196473,222.43268883828316,272.50647915561456,229.75334724548776,228.3550016078196,233.0344759770182
157,-315.24616000902296,246.71758170654255,239.11203043107855,228.911727992524,284.93558745671174,244.82713756281916,273.27430809124695,228.0542408148553,242.241681614814,228.03434320061498
158,-815.2514883838867,267.50647915561456,263.71758170654255,220.96055288328358,262.87985936671095,212.75334724548776,39.111841004382995,228.911727992524,228.3550016078196,237.27041117811478
159,463.0391017909487,246.71758170654255,258.23230033230396,242.98571602307393,273.27430809124695,221.75334724548776,272.86009452887384,239.75334724548776,226.26144645265111,228.03434320061498
160,-17508.09065786095,245.66875681578296,250.0593086271868,121.05519621991874,263.87985936671095,221.75334724548776,310.89882699548207,67.52810299142368,234.46865209044694,237.50647915561456
161,-335.94403771022434,266.0593086271868,231.11203043107855,247.61140933497535,270.87985936671095,212.75334724548776,255.27430809124695,276.5754460828116,236.2905065055736,228.27041117811478
162,-366.4602927904044,246.55530404637415,237.50647915561456,221.517279267988,271.87985936671095,221.19662086078336,262.06320554031896,235.5107065583685,219.3550016078196,228.27041117811478
163,-3396.6428103544213,253.82713756281916,239.11203043107855,230.3102713434107,286.27430809124695,219.39466405989697,303.86938974395923,184.22215756366552,235.26144645265111,244.94975277091015
164,-1941.3515669868302,247.94975277091015,237.94975277091015,227.79827522311518,273.87985936671095,235.381518640658,255.94975277091015,234.2215862873552,228.3550016078196,238.03434320061498
165,50.304856023852096,203.62516908184642,239.11203043107855,220.96055288328358,278.3432283094653,221.75334724548776,248.43268883828316,220.75334724548776,226.26144645265111,244.94975277091015
166,-2448.152065992564,242.278779916198,237.27041117811478,227.79827522311518,263.87985936671095,221.75334724548776,281.44588096650074,247.50647915561456,227.11893363031982,227.5622072456154
167,-175.66126579012126,254.71758170654255,241.1015608083269,226.64002725248218,262.87985936671095,230.87596245357878,273.27430809124695,220.75334724548776,270.94975277091015,238.03434320061498
